Client,Age,Tenure,M,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,Actbal_CA_avg,ActBal_SA_avg,ActBal_MF_avg,ActBal_OVD_avg,ActBal_CC_avg,ActBal_CL_avg
486,43.0,195,1.0,2,0.0,0.0,0.0,0.0,0.0,1815.522857,0.0,0.0,0.0,0.0,0.0,0.06535714286000001,0.06535714286000001,1,1,5.535714286,5.535714286,0.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,907.7614285,0.0,0.0,0.0,0.0,0.0
119,25.0,152,0.0,1,1.0,3.0,0.0,0.0,0.0,194.95892859999998,3573.113214,8287.8875,0.0,0.0,0.0,218.9935714,218.10892859999998,3,2,89.98214286,89.98214286,0.0,53.94642857,33.64285714,6,6,0,3,2,,,,,,,194.95892859999998,3573.113214,2762.629166666667,0.0,0.0,0.0
1301,52.0,71,1.0,1,0.0,0.0,1.0,0.0,0.0,603.4128571,0.0,0.0,93.60357143,0.0,0.0,799.4435714,799.4435714,7,7,587.3571429,587.3571429,0.0,0.0,578.3928571,13,13,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,603.4128571,0.0,0.0,93.60357143,0.0,0.0
1243,78.0,51,1.0,2,0.0,3.0,0.0,0.0,0.0,1.291428571,0.0,8745.785714,0.0,0.0,0.0,1213.003929,1213.003929,2,2,1262.75,1262.75,357.14285710000007,0.0,862.7142857000001,17,17,3,0,9,,,,,,,0.6457142855,0.0,2915.2619046666664,0.0,0.0,0.0
505,38.0,157,1.0,1,2.0,0.0,0.0,0.0,0.0,9078.213571,4.1825,0.0,0.0,0.0,0.0,1.313571429,0.004285714286,2,1,1.964285714,1.964285714,0.0,0.0,0.0,1,1,0,0,0,,,,,,,9078.213571,2.09125,0.0,0.0,0.0,0.0
1320,60.0,191,1.0,1,0.0,0.0,1.0,0.0,0.0,395.2632143,0.0,0.0,573.0067857,0.0,0.0,1234.922143,1234.922143,4,4,410.44142860000005,410.44142860000005,35.71428571,8.245,212.8571429,11,11,1,1,6,,,,,,,395.2632143,0.0,0.0,573.0067857,0.0,0.0
1265,31.0,162,0.0,1,0.0,0.0,0.0,0.0,0.0,2941.9939289999998,0.0,0.0,0.0,0.0,0.0,364.41,364.41,2,2,583.7460714,583.7460714,464.2857143,112.49607140000002,0.0,9,9,3,4,0,0.0,0.0,1.0,0.0,0.0,17.17535714,2941.9939289999998,0.0,0.0,0.0,0.0,0.0
919,29.0,5,0.0,1,0.0,0.0,1.0,0.0,0.0,254.0117857,0.0,0.0,0.0,0.0,0.0,919.0260714,898.6085714,9,7,927.6385713999999,898.8892857000001,278.57142860000005,157.6721429,438.7282143,26,22,4,7,8,,,,,,,254.0117857,0.0,0.0,0.0,0.0,0.0
144,67.0,104,1.0,1,0.0,0.0,0.0,0.0,0.0,1214.792143,0.0,0.0,0.0,0.0,0.0,178.57357140000002,178.57357140000002,2,2,42.42857143,42.42857143,14.28571429,28.14285714,0.0,3,3,1,2,0,,,,,,,1214.792143,0.0,0.0,0.0,0.0,0.0
1195,68.0,200,1.0,1,0.0,0.0,1.0,0.0,0.0,120.1517857,0.0,0.0,0.0,0.0,0.0,1227.041786,1227.041786,2,2,1094.6739289999998,1094.6739289999998,357.14285710000007,330.8525,401.57142860000005,30,30,1,16,11,0.0,0.0,1.0,0.0,0.0,3.321428571,120.1517857,0.0,0.0,0.0,0.0,0.0
1440,29.0,96,1.0,1,0.0,0.0,1.0,0.0,0.0,1380.6664289999999,0.0,0.0,152.2775,0.0,0.0,682.6764286,601.965,12,10,763.1885714,682.6535713999999,114.2857143,211.4421429,271.42857139999995,41,34,5,20,3,,,,,,,1380.6664289999999,0.0,0.0,152.2775,0.0,0.0
1557,77.0,150,0.0,1,0.0,2.0,0.0,0.0,0.0,55.55464286,0.0,0.0,0.0,0.0,0.0,1837.531429,1837.531429,10,10,1791.25,1791.25,0.0,0.0,0.0,2,2,0,0,0,0.0,0.0,1.0,0.0,0.0,8.107142857000001,55.55464286,0.0,0.0,0.0,0.0,0.0
1352,67.0,59,0.0,1,0.0,0.0,0.0,0.0,0.0,2228.393929,0.0,0.0,0.0,0.0,0.0,132.14392859999998,132.14392859999998,2,2,76.66428571,76.66428571,3.571428571,73.09285714,0.0,3,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2228.393929,0.0,0.0,0.0,0.0,0.0
779,44.0,132,1.0,1,0.0,0.0,1.0,0.0,0.0,567.8696428999999,0.0,0.0,0.0,0.0,0.0,3300.076786,2348.742857,29,27,3602.077857,2185.478571,589.2857142999999,195.7375,19.85714286,56,31,7,10,1,,,,,,,567.8696428999999,0.0,0.0,0.0,0.0,0.0
889,36.0,236,1.0,1,0.0,0.0,0.0,0.0,0.0,2560.426429,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1,1,26.175,26.175,7.142857143,19.03214286,0.0,3,3,1,2,0,,,,,,,2560.426429,0.0,0.0,0.0,0.0,0.0
1104,79.0,213,0.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.178571429,120.67607140000001,4778.456429,4118.971071,40,28,4534.124286,4052.721071,1650.0,534.75,1150.285714,102,69,7,34,18,1.0,0.0,1.0,0.6996428571,0.0,6.25,0.0,0.0,0.0,0.0,1.178571429,120.67607140000001
1283,63.0,174,1.0,1,0.0,0.0,0.0,0.0,0.0,616.2014286,0.0,0.0,0.0,0.0,0.0,1636.3753570000001,1636.3753570000001,6,6,4158.575,4158.575,64.28571429,227.8607143,3734.857143,18,18,1,4,10,0.0,0.0,0.0,0.0,0.0,0.0,616.2014286,0.0,0.0,0.0,0.0,0.0
426,42.0,10,1.0,1,0.0,0.0,0.0,0.0,0.0,515.7646428999999,0.0,0.0,0.0,0.0,0.0,2163.401429,2163.401429,3,3,473.4642857,473.4642857,178.5714286,0.0,291.64285710000007,15,15,5,0,6,,,,,,,515.7646428999999,0.0,0.0,0.0,0.0,0.0
1019,18.0,39,0.0,1,0.0,0.0,0.0,0.0,0.0,337.4732143,0.0,0.0,0.0,0.0,0.0,634.4328571000001,634.4328571000001,2,2,725.9421428999999,725.9421428999999,200.0,238.835,249.6071429,49,49,8,25,5,0.0,0.0,0.0,0.0,0.0,0.0,337.4732143,0.0,0.0,0.0,0.0,0.0
373,39.0,7,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.5739286,687.5739286,2,2,675.8214286,675.8214286,457.14285710000007,0.0,211.0,21,21,12,0,3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1600,44.0,200,0.0,1,1.0,0.0,1.0,0.0,0.0,243.63107140000002,7280.285714,0.0,0.0,0.0,0.0,3211.069286,1624.565714,16,4,3235.036071,1610.471429,464.2857143,142.9828571,71.42857143,14,11,2,2,1,0.0,1.0,1.0,0.0,3.928571429,9.214285713999999,243.63107140000002,7280.285714,0.0,0.0,0.0,0.0
464,68.0,153,1.0,2,0.0,0.0,1.0,0.0,0.0,2249.049643,0.0,0.0,237.2971429,0.0,0.0,811.3328571000001,811.3328571000001,3,3,577.3857142999999,577.3857142999999,160.71428569999998,65.42142857,347.85714289999993,12,12,2,3,6,,,,,,,1124.5248215,0.0,0.0,237.2971429,0.0,0.0
68,54.0,20,1.0,1,0.0,0.0,1.0,0.0,0.0,4714.448214,0.0,0.0,0.0,0.0,0.0,874.6642857,832.8860714,6,4,815.5914286000001,773.8510714,678.5553571,34.33928571,10.71428571,33,31,13,3,1,0.0,1.0,0.0,0.0,3.5,0.0,4714.448214,0.0,0.0,0.0,0.0,0.0
958,63.0,68,0.0,1,0.0,0.0,0.0,1.0,0.0,648.5142857000001,0.0,0.0,0.0,511.93642860000006,0.0,3315.455,3313.080714,9,5,1024.9185710000002,918.0435714,214.28571430000002,384.11785710000004,419.58642860000003,30,22,2,12,10,,,,,,,648.5142857000001,0.0,0.0,0.0,511.93642860000006,0.0
528,19.0,70,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.6821429,435.6821429,2,2,390.0564286,390.0564286,125.0,70.84214286,190.8214286,10,10,4,3,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
64,61.0,38,0.0,1,0.0,0.0,1.0,0.0,0.0,0.7596428570999999,0.0,0.0,0.0,0.0,0.0,1275.8267859999999,1275.8267859999999,5,5,1449.484643,1449.484643,535.7142857,518.1278571,393.03535710000006,51,51,3,42,4,,,,,,,0.7596428570999999,0.0,0.0,0.0,0.0,0.0
1509,34.0,13,0.0,1,1.0,1.0,0.0,0.0,0.0,1026.0582140000001,7650.93,308.88214289999996,0.0,0.0,0.0,1165.0003570000001,1164.559286,4,3,1150.346429,1150.346429,285.7142857,24.59642857,836.5357142999999,15,15,2,2,10,,,,,,,1026.0582140000001,7650.93,308.88214289999996,0.0,0.0,0.0
337,47.0,150,0.0,1,1.0,0.0,1.0,0.0,0.0,188.9532143,3591.7307140000003,0.0,874.18,0.0,0.0,1675.886786,1228.220357,8,4,1252.9517859999999,1216.323214,392.85714289999993,174.4775,197.78571430000002,23,22,5,7,6,0.0,0.0,0.0,0.0,0.0,0.0,188.9532143,3591.7307140000003,0.0,874.18,0.0,0.0
1172,11.0,49,0.0,1,1.0,1.0,0.0,0.0,0.0,2175.241071,81.87964286,20497.15893,0.0,0.0,0.0,344.9010714,338.25214289999997,4,2,399.25,399.25,0.0,42.10714286,357.14285710000007,3,3,0,1,2,,,,,,,2175.241071,81.87964286,20497.15893,0.0,0.0,0.0
130,60.0,147,0.0,1,0.0,0.0,1.0,0.0,0.0,12.75035714,0.0,0.0,681.5203571000001,0.0,0.0,1922.257143,1339.546429,24,22,1958.164286,1350.260714,185.71428569999998,85.37142857,496.0357143,45,24,6,11,3,1.0,0.0,0.0,0.06714285714,0.0,0.0,12.75035714,0.0,0.0,681.5203571000001,0.0,0.0
389,43.0,158,1.0,1,1.0,28.0,0.0,0.0,0.0,25.2175,100639.6811,0.0,0.0,0.0,0.0,849.5935714,846.0878571000001,4,3,670.8214286,670.8214286,642.8571429,0.0,26.42857143,6,6,2,0,1,,,,,,,25.2175,100639.6811,0.0,0.0,0.0,0.0
154,28.0,151,1.0,1,0.0,0.0,0.0,0.0,0.0,785.9264286,0.0,0.0,0.0,0.0,0.0,446.4325,446.4325,5,5,1478.473929,1478.473929,0.0,1478.473929,0.0,38,38,0,38,0,,,,,,,785.9264286,0.0,0.0,0.0,0.0,0.0
1466,63.0,97,1.0,1,0.0,0.0,1.0,0.0,0.0,21.6275,0.0,0.0,0.0,0.0,0.0,742.5971429,742.5971429,4,4,624.4285714,624.4285714,71.42857143,23.21428571,526.3928571,6,6,1,1,3,,,,,,,21.6275,0.0,0.0,0.0,0.0,0.0
226,57.0,107,0.0,1,0.0,0.0,0.0,0.0,0.0,15718.977859999999,0.0,0.0,0.0,0.0,0.0,2071.475714,2071.475714,2,2,1289.1785710000001,1289.1785710000001,0.0,0.0,1285.714286,3,3,0,0,2,,,,,,,15718.977859999999,0.0,0.0,0.0,0.0,0.0
453,23.0,83,0.0,1,1.0,3.0,0.0,0.0,0.0,605.08,26022.27464,1825.093571,0.0,0.0,0.0,2003.296071,2003.238214,4,3,2670.389286,2670.389286,357.14285710000007,174.53571430000002,2125.821429,10,10,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,605.08,26022.27464,608.3645236666667,0.0,0.0,0.0
279,22.0,135,1.0,3,0.0,0.0,1.0,0.0,0.0,937.21,0.0,0.0,0.0,0.0,0.0,0.003571428571,0.003571428571,1,1,199.9285714,199.9285714,0.0,0.0,0.0,3,3,0,0,0,0.0,0.0,1.0,0.0,0.0,4.214285714,312.40333333333336,0.0,0.0,0.0,0.0,0.0
960,15.0,53,1.0,1,0.0,0.0,0.0,0.0,0.0,515.3353571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.714285713999999,8.714285713999999,7.142857143,0.0,0.0,3,3,1,0,0,0.0,0.0,1.0,0.0,0.0,9.821428571,515.3353571,0.0,0.0,0.0,0.0,0.0
1237,43.0,134,0.0,1,1.0,0.0,0.0,0.0,1.0,1028.481429,728.4482142999999,0.0,0.0,0.0,10059.69571,1135.5182140000002,844.215,8,5,856.7178571000001,810.6821428999999,92.85714286,4.967857143,558.3571429,22,19,4,2,9,,,,,,,1028.481429,728.4482142999999,0.0,0.0,0.0,10059.69571
184,30.0,115,0.0,1,0.0,0.0,0.0,0.0,0.0,160.9032143,0.0,0.0,0.0,0.0,0.0,0.009642857143,0.009642857143,1,1,131.8742857,131.8742857,0.0,129.3432143,0.0,4,4,0,2,0,0.0,1.0,0.0,0.0,5.785714286,0.0,160.9032143,0.0,0.0,0.0,0.0,0.0
400,80.0,33,0.0,1,0.0,0.0,0.0,0.0,0.0,402.3185714,0.0,0.0,0.0,0.0,0.0,419.71714289999994,419.71714289999994,2,2,2713.178571,2713.178571,0.0,0.0,206.0714286,7,7,0,0,4,,,,,,,402.3185714,0.0,0.0,0.0,0.0,0.0
252,45.0,79,1.0,1,1.0,0.0,0.0,0.0,0.0,130.73357140000002,8247.858214,0.0,0.0,0.0,0.0,398.14642860000004,0.033214285710000006,5,1,969.7142857000001,969.7142857000001,0.0,775.0714286,190.6071429,5,5,0,1,3,0.0,1.0,0.0,0.0,5.638571429,0.0,130.73357140000002,8247.858214,0.0,0.0,0.0,0.0
661,67.0,56,0.0,1,1.0,0.0,0.0,0.0,0.0,378.88892860000004,882.2335714,0.0,0.0,0.0,0.0,359.97857139999996,357.1442857,3,2,495.32892860000004,138.1860714,71.42857143,64.79321429,357.14285710000007,10,9,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,378.88892860000004,882.2335714,0.0,0.0,0.0,0.0
1430,62.0,87,0.0,1,0.0,0.0,1.0,0.0,0.0,3016.431071,0.0,0.0,712.4285714,0.0,0.0,988.2214286000001,988.2214286000001,12,12,1365.255357,1365.255357,0.0,122.64821429999999,1239.214286,16,16,0,7,8,,,,,,,3016.431071,0.0,0.0,712.4285714,0.0,0.0
1089,44.0,110,1.0,1,0.0,0.0,0.0,0.0,0.0,6987.590356999999,0.0,0.0,0.0,0.0,0.0,824.3257143,824.3257143,2,2,1537.9278570000001,1537.9278570000001,535.7142857,0.0,998.1778571000001,14,14,1,0,12,,,,,,,6987.590356999999,0.0,0.0,0.0,0.0,0.0
880,49.0,64,0.0,1,0.0,0.0,0.0,0.0,0.0,70.54857143,0.0,0.0,0.0,0.0,0.0,8.143214286000001,8.143214286000001,2,2,42.42857143,42.42857143,17.85714286,24.57142857,0.0,9,9,2,7,0,1.0,0.0,0.0,1.249464286,0.0,0.0,70.54857143,0.0,0.0,0.0,0.0,0.0
888,46.0,150,0.0,1,0.0,0.0,0.0,0.0,0.0,137.52178569999998,0.0,0.0,0.0,0.0,0.0,407.6814286,407.6814286,4,4,387.67857139999995,387.67857139999995,357.14285710000007,0.0,0.0,5,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,137.52178569999998,0.0,0.0,0.0,0.0,0.0
91,35.0,61,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.780714,1217.780714,2,2,1196.107143,1196.107143,571.4285714,503.25,121.42857140000001,29,29,4,23,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1270,38.0,43,0.0,1,0.0,0.0,0.0,0.0,0.0,3.658214286,0.0,0.0,0.0,0.0,0.0,0.017857142859999998,0.017857142859999998,1,1,274.7857143,274.7857143,178.5714286,96.21428571,0.0,4,4,2,2,0,,,,,,,3.658214286,0.0,0.0,0.0,0.0,0.0
774,29.0,33,0.0,1,0.0,0.0,1.0,0.0,2.0,83.05642857,0.0,0.0,0.0,0.0,337.7471429,2256.241786,1475.583214,20,16,2208.916071,1475.583214,421.42857139999995,0.0,160.4285714,30,15,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0,83.05642857,0.0,0.0,0.0,0.0,168.87357145
1500,33.0,15,0.0,1,0.0,0.0,1.0,0.0,0.0,90.45321429,0.0,0.0,0.0,0.0,0.0,0.0007142857143,0.0007142857143,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,21.025,2.352857143,6.571428571,90.45321429,0.0,0.0,0.0,0.0,0.0
1392,29.0,152,0.0,1,1.0,3.0,0.0,0.0,0.0,10.71428571,1726.885714,0.0,0.0,0.0,0.0,791.0521428999999,674.6246428999999,7,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1.6746428569999998,0.0,1.75,10.71428571,1726.885714,0.0,0.0,0.0,0.0
1363,38.0,8,0.0,1,0.0,0.0,0.0,0.0,0.0,6533.868571,0.0,0.0,0.0,0.0,0.0,48.21428571,48.21428571,1,1,17.85714286,17.85714286,17.85714286,0.0,0.0,1,1,1,0,0,,,,,,,6533.868571,0.0,0.0,0.0,0.0,0.0
1224,90.0,151,1.0,1,0.0,0.0,0.0,0.0,0.0,116.33142859999998,0.0,0.0,0.0,0.0,0.0,571.5132143,571.5132143,2,2,7801.615357,7801.615357,3271.428571,3292.765,170.3928571,40,40,9,17,6,0.0,1.0,0.0,0.0,0.21428571429999999,0.0,116.33142859999998,0.0,0.0,0.0,0.0,0.0
157,25.0,151,1.0,1,0.0,0.0,0.0,0.0,0.0,3970.271786,0.0,0.0,0.0,0.0,0.0,1023.9342859999999,1023.9342859999999,3,3,1076.535714,1076.535714,357.14285710000007,157.8035714,343.32142860000005,18,18,2,6,7,0.0,0.0,0.0,0.0,0.0,0.0,3970.271786,0.0,0.0,0.0,0.0,0.0
461,17.0,64,0.0,1,1.0,0.0,0.0,0.0,0.0,6.537857142999999,6128.227857,0.0,0.0,0.0,0.0,1463.916071,1463.800714,5,4,1590.598214,1590.598214,0.0,340.75178569999997,719.9642857000001,18,18,0,3,12,0.0,0.0,0.0,0.0,0.0,0.0,6.537857142999999,6128.227857,0.0,0.0,0.0,0.0
391,42.77063642091998,16,1.0,1,0.0,0.0,0.0,1.0,1.0,172.58142859999998,0.0,0.0,0.0,0.7142857143000001,4592.336429,636.6425,576.8935713999999,10,4,565.7914286,504.8210714,178.5714286,0.0,137.6785714,31,18,4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,172.58142859999998,0.0,0.0,0.0,0.7142857143000001,4592.336429
1249,66.0,71,1.0,1,0.0,0.0,0.0,0.0,0.0,7292.547857,0.0,0.0,0.0,0.0,0.0,380.71535710000006,380.71535710000006,4,4,342.64285710000007,342.64285710000007,132.1428571,9.821428571,195.6428571,16,16,9,1,4,,,,,,,7292.547857,0.0,0.0,0.0,0.0,0.0
1323,70.0,213,0.0,1,0.0,0.0,0.0,0.0,0.0,325.3625,0.0,0.0,0.0,0.0,0.0,575.4332142999999,575.4332142999999,5,5,252.75,252.75,0.0,120.6071429,132.1428571,6,6,0,4,2,0.0,0.0,1.0,0.0,0.0,9.928571429,325.3625,0.0,0.0,0.0,0.0,0.0
38,27.0,12,0.0,1,1.0,0.0,0.0,0.0,0.0,6398.112143,7908.883214,0.0,0.0,0.0,0.0,987.8585714,987.8585714,4,4,957.6796429,957.6796429,307.14285710000007,219.4296429,427.7142857,26,26,4,12,9,0.0,0.0,0.0,0.0,0.0,0.0,6398.112143,7908.883214,0.0,0.0,0.0,0.0
1259,26.0,228,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2933.313571,370.67607139999996,339.2867857,3,2,327.53714289999994,323.18,17.85714286,33.25142857,221.5,15,13,1,3,7,0.0,0.0,1.0,0.0,0.0,12.65928571,0.0,0.0,0.0,0.0,0.0,2933.313571
165,42.0,103,0.0,1,0.0,0.0,0.0,0.0,0.0,17.86857143,0.0,0.0,0.0,0.0,0.0,1383.262857,1383.262857,3,3,1065.9232140000001,1065.9232140000001,142.8571429,0.0,779.0085713999999,17,17,1,0,12,,,,,,,17.86857143,0.0,0.0,0.0,0.0,0.0
1182,47.0,86,1.0,1,0.0,0.0,1.0,1.0,0.0,3044.5989289999998,0.0,0.0,0.0,512.8,0.0,2450.174643,1928.656429,13,7,2266.728929,1787.4875,89.28571429,753.8196429,911.2882142999999,53,18,1,34,13,1.0,0.0,0.0,6.997321428999999,0.0,0.0,3044.5989289999998,0.0,0.0,0.0,512.8,0.0
290,66.0,24,0.0,1,0.0,0.0,0.0,0.0,0.0,132.9814286,0.0,0.0,0.0,0.0,0.0,1723.189643,1723.189643,9,9,4068.572857,4068.572857,164.28571430000002,108.71571429999999,3791.535714,28,28,1,12,14,0.0,0.0,0.0,0.0,0.0,0.0,132.9814286,0.0,0.0,0.0,0.0,0.0
191,59.0,150,1.0,1,0.0,0.0,0.0,0.0,0.0,1047.5860710000002,0.0,0.0,0.0,0.0,0.0,998.6810714,998.6810714,4,4,995.4103571,995.4103571,114.2857143,83.94678571,790.035,19,19,6,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1047.5860710000002,0.0,0.0,0.0,0.0,0.0
1153,40.0,46,1.0,1,0.0,1.0,0.0,0.0,0.0,180.53178569999997,0.0,17.72857143,0.0,0.0,0.0,220.0367857,220.0367857,3,3,214.62857140000003,214.62857140000003,0.0,8.45,203.78571430000002,6,6,0,1,4,,,,,,,180.53178569999997,0.0,17.72857143,0.0,0.0,0.0
24,29.0,23,0.0,1,0.0,0.0,0.0,0.0,0.0,227.3110714,0.0,0.0,0.0,0.0,0.0,1141.0925,1141.0925,3,3,902.0678571000001,902.0678571000001,0.0,258.425,639.5357142999999,22,22,0,6,15,,,,,,,227.3110714,0.0,0.0,0.0,0.0,0.0
489,67.0,151,1.0,1,1.0,0.0,0.0,0.0,0.0,5021.998214,12591.485709999999,0.0,0.0,0.0,0.0,0.001428571429,0.00035714285710000004,2,1,85.10714286,85.10714286,60.71428571,24.39285714,0.0,5,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,5021.998214,12591.485709999999,0.0,0.0,0.0,0.0
764,51.0,36,0.0,1,2.0,0.0,0.0,0.0,0.0,13436.16429,8.710714286,0.0,0.0,0.0,0.0,2867.806786,2857.153214,3,2,2395.308571,2395.308571,0.0,475.13,1920.0714289999999,39,39,0,27,11,0.0,0.0,0.0,0.0,0.0,0.0,13436.16429,4.355357143,0.0,0.0,0.0,0.0
1598,23.0,80,1.0,1,1.0,0.0,0.0,0.0,0.0,1785.861071,20516.36536,0.0,0.0,0.0,0.0,8.349642857000001,8.216428571,5,4,5.214285714,5.214285714,0.0,0.0,5.214285714,1,1,0,0,1,,,,,,,1785.861071,20516.36536,0.0,0.0,0.0,0.0
1215,29.0,55,1.0,1,0.0,0.0,0.0,0.0,0.0,3079.511429,0.0,0.0,0.0,0.0,0.0,887.5417857000001,887.5417857000001,4,4,1333.432143,1333.432143,571.4285714,111.2178571,645.1071429,17,17,4,3,6,0.0,0.0,0.0,0.0,0.0,0.0,3079.511429,0.0,0.0,0.0,0.0,0.0
612,74.0,9,0.0,1,1.0,0.0,1.0,1.0,0.0,28.53571429,1085.2085710000001,0.0,0.0,110.02107140000001,0.0,4668.532857,2989.729643,10,5,3182.860357,2925.655,35.71428571,257.2053571,924.5714286,29,16,1,13,10,0.0,0.0,0.0,0.0,0.0,0.0,28.53571429,1085.2085710000001,0.0,0.0,110.02107140000001,0.0
